IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/29/2019,2019,3,14:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,CENTRO POBLADO,F,5,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Fallas a tierra,Contacto Indirecto,ver adjunto
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/10/2011,2011,4,11:45,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,33,N.N.,N,NO APLICA,PROFESIONAL,11111,Otro - Transmisión,Quemaduras,Violación de distancias de seguridad,Arcod Eléctricos,SE RESTABLECIO LA LINEA 611 DESPUES DE HABER HECHO LAS REPARACIONES PRODUCTO DEL CONTACTO CON LA ESCALERA QUE HIZO EL AFECTADO.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/09/2014,2014,3,12:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,F,1,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Fallas de Instalación,Contacto Indirecto,NO SE SUMINISTRA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/01/2019,2019,2,11:30,23464000,CÓRDOBA,MOMIL,MOMIL,ZONA RURAL DISPERSA,M,16,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Otra,Contacto Directo,SE PROCEDIO A REALIZAR LABORES DE PODA SOBRE LOS ARBOLES QUE SE ENCUENTRA POR DEBAJO DE LA LINEA 5129 Y DECIRLE A LA COMUNIDAD EL RIESGO QUE SE CORRE AL ESTAR ALZANDO MANGOS EN ESOS ARBOLES
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/30/2018,2018,3,15:40,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,32,N.N.,N,NO APLICA,TÉCNICO,11111,Mantenimiento - Distribución,Muerte,Violación de áreas restringidas,Contacto Directo,Externamente sobe las redes electricas no se hizo nada Redes a distancias seguras
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/15/2016,2017,4,22:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,17,OTRO,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Fibrilación,Otra,Otra,Se deconecto la acometida fraudulenta que alimentaba la vivienda
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/23/2013,2013,3,08:57,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,34,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Tensión Contacto,Se atendio con la inc 1982649 asignada al operario Ruben Rodriguez el cual realizo la reparacion del cable de media tension subterraneo  fracturado normalizando el ramal que de la urbanizacion
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/04/2014,2014,1,12:32,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,56,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,EL CIRCUITO SAN MARTIN NO SE ENERGIZO HASTA EL MOMENTO DE REPARAR Y VERIFICAR QUE EXISTIAN GARANTIAS PARA LA NORMAL PRESTACION DEL SERVICIO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/05/2013,2013,3,07:02,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,38,OTRO,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Otra,Otra,Electricaribe con el personal  tecnico realizo el cambio de los aisladores y reparacion de la linea quedando normalizado el  servicio
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/18/2015,2015,4,10:10,23570000,CÓRDOBA,PUEBLO NUEVO,PUEBLO NUEVO,SECTOR URBANO,M,36,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Muerte,Accidentes externos,Contacto Directo,SOCIALIZAR CON LAS AUTORIDADES Y CON LAS COMUNIDADES QUE LAS REDES DE ENERGIA ELECTRICA NO SE PUEDEN MANIPULAR POR PERSONAS AJENAS A LA EMPRESA
30111.0,CONELCA  S.A.S.  E.S.P.,03/12/2018,2018,1,09:00,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/04/2017,2017,4,13:00,13836000,BOLÍVAR,TURBACO,TURBACO,SECTOR URBANO,F,8,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Contacto Directo,Desconectada la acometida ilegal
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/27/2013,2013,4,11:50,08433000,ATLÁNTICO,MALAMBO,MALAMBO,ZONA RURAL DISPERSA,M,36,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Muerte,Violación de distancias de seguridad,Contacto Indirecto,Se procedio a reparar la linea reventada a causa del corto circuito producido por andamio se explica peligro al manipular equipos metalicos cerca de redes electricas y mantener distancia de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/15/2018,2018,2,16:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,38,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Desatención de normas técnicas,Arcod Eléctricos,ADVERTENCIAS DE DISTANCIAS DE SEGURIDAD CON REDES ELECTRICAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/23/2011,2011,3,08:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,80,N.N.,N,NO APLICA,OTRO,11111,Otro - Comercialización,Muerte,Fallas de Instalación,Tensión Contacto,Se verificaron niveles ï¿¿ptimos  de tensiones  en el nuevo equipo instalado
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/22/2014,2014,3,09:40,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,22,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Otra,Otra,Se levanto la linea caida y se reparo alejando el peligro del sector
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/24/2019,2019,4,22:20,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,17,T.I.,N,NO APLICA,BACHILLER,11111,Labores de Comercialización,Otra,Fallas a tierra,Contacto Indirecto,se normalizo la instalacion desconectando unas acometidas irregulares que energizaban la tierra
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/13/2018,2018,2,15:15,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,20,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Violación de áreas restringidas,Arcod Eléctricos,SOCIALIZAR Y CONCIENTIZAR  A LA COMUNIDAD SOBRE LOS PELIGROS DE LA ELECTRICIDAD
2103.0,CODENSA S.A. ESP,11/28/2018,2018,4,16:30,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,99,C.C.,N,NO APLICA,OTRO,11111,,Otra,Violación de distancias de seguridad,Contacto Directo,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/01/2014,2014,1,15:30,08770000,ATLÁNTICO,SUAN,SUAN,CENTRO POBLADO,M,9,N.N.,N,NO APLICA,OTRO,11111,Labores de Comercialización,Quemaduras,Otra,Contacto Indirecto,Se llevo la adecuacion en la estrucutra primaria del trafo donde se instalo cruceta auxiliar para ubicar las protecciones del trafo se instalara la SPT
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/04/2019,2019,2,19:00,08372000,ATLÁNTICO,JUAN DE ACOSTA,JUAN DE ACOSTA,SECTOR URBANO,M,19,N.N.,N,NO APLICA,BACHILLER,11111,Otro - Distribución,Quemaduras,Accidentes externos,Contacto Indirecto,Se aislo el peligro quitando el servicio de energia de la cancha de microfutbol hasta que la Alcaldia y Alumbrado Publico municipal corrigiera la anomalia presentada al interior de sus instalaciones
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/03/2015,2015,3,10:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,49,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Directo,Supervisor Alvaro Orozco quien se hizo presente al Lugar de la Obra ilustro a los Obreros y directivos de la Obra Distancias de Seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/08/2015,2015,3,06:00,23500000,CÓRDOBA,MONITOS,MONITOS,ZONA RURAL DISPERSA,M,55,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Muerte,Accidentes externos,Contacto Directo,POR PARTE DEL AREA DE MANTENIMIENTO SE EFECTUARA LA SUSTITUCION DEL TRANSFORMADO EL CUAL ESTABA TRABAJANDO A 76KV POR UNO DE 132kV
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/13/2017,2017,2,16:00,23464000,CÓRDOBA,MOMIL,MOMIL,SECTOR URBANO,F,14,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Traumatismos,Accidentes externos,Contacto Indirecto,SE SOLICITO A LA TELECOM REALIZAR MANTENIMIENTOS A SUS MENJEROS O REDES DE TELEFONIA PARA QUE NO SE DESCUELGUEN
23390.0,COLENERGIA S.A.  ESP,03/30/2019,2019,1,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/26/2013,2013,2,09:30,13657000,BOLÍVAR,SAN JUAN NEPOMUCENO,SAN JUAN NEPOMUCENO,SECTOR URBANO,M,28,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Arcod Eléctricos,Se realizo charla con duenos del predio sobre informar antes  a la empresa ECA sobre este tipo de trabajo  para revisar con planeacion si las redes estan en el espacio q deben estar o no
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/21/2017,2017,3,11:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,CENTRO POBLADO,M,36,C.C.,N,NO APLICA,BACHILLER TÉCNICO,11111,Mantenimiento - Distribución,Otra,Apertura o cierre de seccionadores,Otra,SE TRABAJA CON EL AVISO 4550919
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/23/2015,2018,1,07:05,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,48,C.C.,S,CONTRATISTA,TÉCNICO SENA,8,Mantenimiento - Distribución,Quemaduras,Fallas operación sistema de protección,Arcod Eléctricos,DOTAR DE TRAJES IGNIFUGOS LAS BRIGADAS DEL CONTRATISTA DE SUBESTACIONES APLICAR BUENAS PRACTICAS Y PROCEDIMIENTOS DE TRABAJOS SEGUROS
2103.0,CODENSA S.A. ESP,10/08/2014,2015,2,11:50,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,32,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Otra,Arcod Eléctricos,Ninguna
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/14/2016,2017,4,11:30,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,7,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Tensión Contacto,AISLAR ACOMETIDA
2103.0,CODENSA S.A. ESP,06/01/2019,2019,2,15:23,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,99,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,Violación de distancias de seguridad,Contacto Directo,39
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,12/11/2016,2016,4,10:30,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Traumatismos,Accidentes externos,Contacto Directo,se socializo con la comunidad para evitar que este tipo de accidentes vuelva a ocurrir
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,04/01/2019,2019,2,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,04/11/2016,2016,2,08:00,05172000,ANTIOQUIA,CHIGORODÓ,CHIGORODO,ZONA RURAL DISPERSA,M,35,C.C.,N,NO APLICA,BACHILLER TÉCNICO,11111,Otro - Distribución,Muerte,Violación de distancias de seguridad,Contacto Indirecto,Campana Nacional uso seguro de la energia
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,03/23/2011,2011,1,14:45,63401003,QUINDÍO,LA TEBAIDA,LA SILVIA,ZONA RURAL DISPERSA,M,47,C.C.,N,CONTRATISTA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Falta conductor puesta a tierra,Contacto Directo,dotacion a los grupos de ingelel del cuarto hilo de las puesta a tierra. dotar de un equipo de radio  comunicaciones a la cuadrilla de postes de ingelel.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/22/2019,2019,3,15:30,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,17,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Fibrilación,Violación de distancias de seguridad,Contacto Indirecto,NA
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,05/09/2017,2017,2,19:30,18001000,CAQUETÁ,FLORENCIA,FLORENCIA,ZONA RURAL DISPERSA,M,30,C.C.,S,CONTRATISTA,TÉCNICO,4,Mantenimiento - Distribución,Otra,Rayos,Rayos,En la ejecucion de cualquier actividad se debe realizar una evaluacion de riesgos y en caso de peligro la labor debe ser aplazada hasta que mejoren las condiciones
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,05/09/2017,2017,2,19:30,18001000,CAQUETÁ,FLORENCIA,FLORENCIA,ZONA RURAL DISPERSA,M,30,C.C.,S,CONTRATISTA,TÉCNICO,4,Mantenimiento - Distribución,Otra,Rayos,Rayos,En la ejecucion de cualquier actividad se debe realizar una evaluacion de riesgos y en caso de peligro la labor debe ser aplazada hasta que mejoren las condiciones
3226.0,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,12/04/2019,2019,4,12:15,27001000,CHOCÓ,QUIBDO,SAN FRANCISCO DE QUIBDO,SECTOR URBANO,M,35,C.C.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,la empresa ha tenido a bien concientizar a los habitantes de las zonas interconectadas al sistemas de DISPAC en relacion a realizar trabajos seguro y el respeto por las distancias seguridad por otra parte se ha enviado documentos o amparos policivos a los implicados autoridades y civiles en aras de evitar mas accidentes de este tipo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/16/2016,2016,3,08:15,13836000,BOLÍVAR,TURBACO,TURBACO,ZONA RURAL DISPERSA,M,55,N.N.,N,NO APLICA,TÉCNICO,11111,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,Socializar que los trabajos electricos deben de hacerlos personas capacitadas que cumplan con las Normas del Operador del RED y esten certificadas
1058.0,COMPAÑIA ELECTRICA DE SOCHAGOTA S.A.S. E.S.P.,03/20/2013,2013,1,02:30,15516002,BOYACÁ,PAIPA,EL VOLCAN,ZONA RURAL DISPERSA,M,27,C.C.,S,PLANTA,TECNÓLOGO,22,Mantenimiento - Generación,Otra,Accidentes externos,Otra,Se realizo reinduccion en cuanto a reporte de accidentes de trabajo y la importancia de identificacion de peligros respecto al manejo de sustancias quimicas al personal de IC
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,04/01/2020,2020,2,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/23/2011,2011,3,08:00,08296000,ATLÁNTICO,GALAPA,GALAPA,ZONA RURAL DISPERSA,M,18,N.N.,N,NO APLICA,OTRO,11111,Otro - Comercialización,Muerte,Violación de distancias de seguridad,Contacto Directo,se coordinï¿¿ con el presidente del consejo Municipla HERENANDO LOZANO como plan de acciï¿¿n una charla sobre uso racianl de energia  atendiendo los planes de acciï¿¿n a tomar
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/08/2019,2019,2,06:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,F,3,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Accidentes externos,Contacto Indirecto,Se recomienda mediante de correo electronico el cambio de la acometida a recuperacion de energia de manera provisional se cubre el conductor expuesto con cinta auto fundente
23390.0,COLENERGIA S.A.  ESP,03/30/2020,2020,1,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/15/2013,2013,1,07:00,23660000,CÓRDOBA,SAHAGUN,SAHAGUN,ZONA RURAL DISPERSA,M,45,C.C.,N,NO APLICA,TÉCNICO SENA,11111,Mantenimiento - Distribución,Otra,Otra,Otra,Se reviso el sitio del incidente para aislar peligro alguno Se diagnostico el poste partido para determinar las acciones como consecuencia de la inspeccion
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/17/2012,2012,4,14:35,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,30,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Negligencia en operación,Contacto Directo,se retiro  objeto  dela  linea y  se normalizo  circuitos  rio 8 y  9
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/22/2016,2016,3,20:30,23001004,CÓRDOBA,MONTERIA,EL SABANAL,ZONA RURAL DISPERSA,F,25,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Traumatismos,Accidentes externos,Contacto Directo,Se realizo mantenimiento correctivo y se programo mantenimiento preventivo para las demas estructuras
23390.0,COLENERGIA S.A.  ESP,06/30/2020,2020,3,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/08/2017,2017,3,11:00,23300000,CÓRDOBA,COTORRA,COTORRA,ZONA RURAL DISPERSA,M,23,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Muerte,Accidentes externos,Contacto Directo,ESTAR MAS PEDIENTES ANTE LA PRECENCIA DE REDES ELECTRICAS  ESTAS DE USU PARTICULAR E INFORMAR A LA EMPRESA PARA SU DESERGIZACION
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/02/2014,2014,3,09:00,23001000,CÓRDOBA,MONTERIA,MONTERIA,SECTOR URBANO,M,5,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Contacto Directo,Mantenimiento correctivo reparacion del tramo partido
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,04/17/2018,2018,2,10:45,05045000,ANTIOQUIA,APARTADÓ,APARTADO,ZONA RURAL DISPERSA,M,52,C.C.,S,PLANTA,BACHILLER,10,Operación - Distribución,Muerte,Accidentes externos,Contacto Indirecto,mas capacitacion al personal
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/28/2019,2019,4,11:30,08433000,ATLÁNTICO,MALAMBO,MALAMBO,SECTOR URBANO,F,40,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Malos contactos,Equipo defectuoso,revision del sector y validacion de nivel de tension
30111.0,CONELCA  S.A.S.  E.S.P.,06/12/2017,2017,2,09:00,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/02/2014,2014,2,14:30,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,52,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Impericia en operación,Contacto Directo,Ninguna El Circuito no tuvo disparo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/06/2019,2019,4,11:20,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,38,N.N.,N,NO APLICA,BACHILLER TÉCNICO,11111,Mantenimiento - Distribución,Muerte,Accidentes externos,Contacto Indirecto,NA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/06/2016,2016,4,14:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,F,6,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Fallas de aislamiento,Contacto Directo,Se desconecto la fuente de alimentacion de la Lumniaria de APPor el Brigadista WEiliam Pacheco Aviso 4352049
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/17/2017,2017,4,01:46,13430011,BOLÍVAR,MAGANGUE,HENEQUEN,CENTRO POBLADO,M,11,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas a tierra,Contacto Directo,SE RETIRO ACOM DE ALUM PUB QUE HACIA CONT CON RET
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/27/2017,2017,4,16:00,13244000,BOLÍVAR,EL CARMEN DE BOLIVAR,EL CARMEN DE BOLIVAR,CENTRO POBLADO,M,6,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Vientos fuertes,Otra,Se realizo cambio de los tres postes de de baja tension
594.0,GRUPO ENERGÍA BOGOTA S.A. ESP.,03/03/2015,2015,1,13:50,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",ZONA RURAL DISPERSA,M,36,C.C.,S,PLANTA,TÉCNICO,18,Mantenimiento - Transmisión,Muerte,Violación de distancias de seguridad,Arcod Eléctricos,Socializacion de distancias de seguridad y arco electrico y fortalecer en las charlas diarias la valoracion del riesgo y la inspeccion adecuada de los sitios de trabajo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/19/2018,2018,2,10:30,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,CENTRO POBLADO,M,11,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Contacto Directo,Brigada de Electricaribe aislo el peligro al retirar la linea de contacto con el cable mensajero de la red telefonica
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,04/01/2020,2018,2,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/11/2016,2016,4,09:30,13433000,BOLÍVAR,MAHATES,MAHATES,SECTOR URBANO,M,12,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Muerte,Otra,Contacto Indirecto,Se recomendo no utilizar extensiones artesanales
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/06/2015,2016,1,16:45,23466000,CÓRDOBA,MONTELIBANO,MONTELIBANO,SECTOR URBANO,M,23,C.C.,N,NO APLICA,BACHILLER TÉCNICO,11111,Labores de Comercialización,Traumatismos,Otra,Contacto Directo,AISLAR LA CARCASA DE LA LAMPARA DEL CONTACTO ELECTRICO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/16/2019,2019,2,11:30,23162001,CÓRDOBA,CERETE,MARTINEZ,CENTRO POBLADO,F,57,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de Instalación,Contacto Directo,Se hizo cambio de aislador tipo poste y se empalmo linea partida
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/29/2018,2018,4,17:40,23001000,CÓRDOBA,MONTERIA,MONTERIA,SECTOR URBANO,F,9,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Contacto Directo,se retiro acometida de alumbrado publico de la retenida
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/12/2017,2017,4,15:45,23660000,CÓRDOBA,SAHAGUN,SAHAGUN,SECTOR URBANO,M,14,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Fallas de aislamiento,Contacto Directo,Se coloco un aislante en la red de distribucion para aislarla del cable del mensajero y por lo tanto se dejo desenergizada la retenida con el fin de evitar inconvenientes futuros
